"","office","description","city","zip","state","parish","candidate","party","level","type","genoffice","race","gender"
"3757","Alderman","Town of Ridgecrest","Ridgecrest","71334","LA","CONCORDIA","Darleen Humphries","Democrat","Local","Local Government","Alderman","White","Female"
"3758","Alderman","Town of Ridgecrest","Ridgecrest","71334","LA","CONCORDIA","Larry Lawrence","Republican","Local","Local Government","Alderman","White","Male"
"3759","Alderman","Town of Ridgecrest","Ridgecrest","71334","LA","CONCORDIA","Robert D. Maples","Other","Local","Local Government","Alderman","White","Male"
"3760","Alderman","Village of Grand Cane","Grand Cane","71032","LA","DE SOTO","Sharon Deas","Democrat","Local","Local Government","Alderman","White","Female"
"3761","Alderman","Village of Grand Cane","Grand Cane","71032","LA","DE SOTO","Rhonda Meek","Republican","Local","Local Government","Alderman","White","Female"
"3762","Alderman","Village of Grand Cane","Grand Cane","71032","LA","DE SOTO","Albert M. Rives, IV","Democrat","Local","Local Government","Alderman","White","Male"
"3763","Alderman","Village of South Mansfield","Mansfield","71052","LA","DE SOTO","Ola Mae Evans","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3764","Alderman","Village of South Mansfield","Mansfield","71052","LA","DE SOTO","Dianne Hudson","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3765","Alderman","Village of South Mansfield","Mansfield","71052","LA","DE SOTO","Merelean Woods","Republican","Local","Local Government","Alderman","Black or African American","Female"
"3766","Alderman","Village of Stanley","Logansport","71049","LA","DE SOTO","Raymond Adkinson","Republican","Local","Local Government","Alderman","White","Male"
"3767","Alderman","Village of Stanley","Logansport","71049","LA","DE SOTO","Jacky W. Burch",NA,"Local","Local Government","Alderman",NA,NA
"3768","Alderman","Village of Stanley","Logansport","71049","LA","DE SOTO","Scotty Liles","Republican","Local","Local Government","Alderman","White","Male"
"3769","Council Member(s)","Town of Logansport","Logansport","71049","LA","DE SOTO","Norman Arbuckle","Republican","Local","Local Government","Council Member","White","Male"
"3770","Council Member(s)","Town of Logansport","Logansport","71049","LA","DE SOTO","Katherine Freeman","Democrat","Local","Local Government","Council Member","White","Female"
"3771","Council Member(s)","Town of Logansport","Logansport","71049","LA","DE SOTO","Dwight D. Gatlin, Sr.","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3772","Council Member(s)","Town of Logansport","Logansport","71049","LA","DE SOTO","Martha P. Guillotte","Democrat","Local","Local Government","Council Member","White","Female"
"3773","Council Member(s)","Town of Logansport","Logansport","71049","LA","DE SOTO","Pamela ""Pam"" Thomas","Democrat","Local","Local Government","Council Member","White","Female"
"3774","Councilman","Town of Keachi","Keachi","71046","LA","DE SOTO","Jeanette Avila","Other","Local","Local Government","Council Member","White","Female"
"3775","Councilman","Town of Keachi","Keachi","71046","LA","DE SOTO","Ashley Fisher","Democrat","Local","Local Government","Council Member","White","Female"
"3776","Councilman","Town of Keachi","Keachi","71046","LA","DE SOTO","Michael Gresham","Other","Local","Local Government","Council Member","White","Male"
"3777","Councilman","Town of Keachi","Keachi","71046","LA","DE SOTO","Lorice A. Pipkin","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"3778","Councilman","Town of Keachi","Keachi","71046","LA","DE SOTO","Audrey Rachal","Democrat","Local","Local Government","Council Member","White","Female"
"3779","Council Member","City of Central","Baton Rouge","70818","LA","EAST BATON ROUGE","Jason Ellis","Republican","Local","Local Government","Council Member","White","Male"
"3780","Council Member","City of Central","Baton Rouge","70818","LA","EAST BATON ROUGE","""Shane"" Evans","Republican","Local","Local Government","Council Member","White","Male"
"3781","Council Member","City of Central","Baton Rouge","70818","LA","EAST BATON ROUGE","""Kim"" Fralick","Republican","Local","Local Government","Council Member","White","Female"
"3782","Council Member","City of Central","Baton Rouge","70818","LA","EAST BATON ROUGE","Wayne Messina","Republican","Local","Local Government","Council Member","White","Male"
"3783","Council Member","City of Central","Baton Rouge","70818","LA","EAST BATON ROUGE","John Vance","Republican","Local","Local Government","Council Member","White","Male"
"3784","Councilman","District 1, City of Baker","Baker","70714","LA","EAST BATON ROUGE","Charles Vincent","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3785","Councilman","District 1, City of Zachary","Zachary","70791","LA","EAST BATON ROUGE","Francis Nezianya","Other","Local","Local Government","Council Member","Black or African American","Male"
"3786","Councilman","District 2, City of Baker","Baker","70714","LA","EAST BATON ROUGE","Pete Heine","Democrat","Local","Local Government","Council Member","White","Male"
"3787","Councilman","District 2, City of Zachary","Zachary","70791","LA","EAST BATON ROUGE","Brandon Noel","Republican","Local","Local Government","Council Member","White","Male"
"3788","Councilman","District 3, City of Baker","Baker","70714","LA","EAST BATON ROUGE","Glenda Bryant","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"3789","Councilman","District 3, City of Zachary","Zachary","70791","LA","EAST BATON ROUGE","Laura O'Brien","Republican","Local","Local Government","Council Member","White","Female"
"3790","Councilman","District 4, City of Baker","Baker","70714","LA","EAST BATON ROUGE","Doris Alexander","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"3791","Councilman","District 4, City of Zachary","Zachary","70791","LA","EAST BATON ROUGE","Benjamin Cavin","Republican","Local","Local Government","Council Member","White","Male"
"3792","Councilman","District 5, City of Baker","Baker","70714","LA","EAST BATON ROUGE","Brenda G. Jackson","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"3793","Councilman","District 5, City of Zachary","Zachary","70791","LA","EAST BATON ROUGE","Tommy Womack","Democrat","Local","Local Government","Council Member","White","Male"
"3794","Alderman","Town of Lake Providence","Lake Providence","71254","LA","EAST CARROLL","Jason Condrey","Republican","Local","Local Government","Alderman","White","Male"
"3795","Alderman","Town of Lake Providence","Lake Providence","71254","LA","EAST CARROLL","Nemia ""Nate"" Madere","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3796","Alderman","Town of Lake Providence","Lake Providence","71254","LA","EAST CARROLL","Karl Magee","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3797","Alderman","Town of Lake Providence","Lake Providence","71254","LA","EAST CARROLL","Barbara A. McDaniel","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3798","Alderman","Town of Lake Providence","Lake Providence","71254","LA","EAST CARROLL","""Donnie"" Meadows","Democrat","Local","Local Government","Alderman","White","Male"
"3799","Alderman","Town of Clinton","Clinton","70722","LA","EAST FELICIANA","""Johnny"" Beauchamp","Democrat","Local","Local Government","Alderman","White","Male"
"3800","Alderman","Town of Clinton","Clinton","70722","LA","EAST FELICIANA","Mary Bunch Dunaway","Republican","Local","Local Government","Alderman","White","Female"
"3801","Alderman","Town of Clinton","Clinton","70722","LA","EAST FELICIANA","Mark Kemp","Democrat","Local","Local Government","Alderman","White","Male"
"3802","Alderman","Town of Clinton","Clinton","70722","LA","EAST FELICIANA","Darren Matthews","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3803","Alderman","Town of Clinton","Clinton","70722","LA","EAST FELICIANA","Kim Young","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3804","Alderman","Town of Slaughter","Slaughter","70777-0029","LA","EAST FELICIANA","""Liz"" Aaron","Republican","Local","Local Government","Alderman","White","Female"
"3805","Alderman","Town of Slaughter","Slaughter","70777-0029","LA","EAST FELICIANA","Roy Elliott Corcoran, Jr.","Republican","Local","Local Government","Alderman","White","Male"
"3806","Alderman","Town of Slaughter","Slaughter","70777-0029","LA","EAST FELICIANA","Keith Day",NA,"Local","Local Government","Alderman",NA,NA
"3807","Alderman","Town of Slaughter","Slaughter","70777-0029","LA","EAST FELICIANA","Sheila Fletcher",NA,"Local","Local Government","Alderman",NA,NA
"3808","Alderman","Town of Slaughter","Slaughter","70777-0029","LA","EAST FELICIANA","Janis Landry","Republican","Local","Local Government","Alderman","White","Female"
"3809","Alderman","Village of Norwood","Norwood","70761","LA","EAST FELICIANA","Willie Duncan","Other","Local","Local Government","Alderman","White","Male"
"3810","Alderman","Village of Norwood","Norwood","70761","LA","EAST FELICIANA","Anthony C. ""Andy"" Jelks","Republican","Local","Local Government","Alderman","White","Male"
"3811","Alderman","Village of Norwood","Norwood","70761","LA","EAST FELICIANA","Kimmi Adams Sellers","Democrat","Local","Local Government","Alderman","White","Female"
"3812","Alderman","Village of Wilson","Wilson","70789","LA","EAST FELICIANA","Yvonne Allen","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3813","Alderman","Village of Wilson","Wilson","70789","LA","EAST FELICIANA","Georgia M. Honore","Other","Local","Local Government","Alderman","Black or African American","Female"
"3814","Alderman","Village of Wilson","Wilson","70789","LA","EAST FELICIANA","Harriett T. Sensley","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3815","Member, Board of Trustees","Town of Jackson","Jackson","70748","LA","EAST FELICIANA","""Buddy"" Foreman","Republican","Local","Local Government","Member, Board of Trustees","White","Male"
"3816","Member, Board of Trustees","Town of Jackson","Jackson","70748","LA","EAST FELICIANA","Michael Harrell","Democrat","Local","Local Government","Member, Board of Trustees","White","Male"
"3817","Member, Board of Trustees","Town of Jackson","Jackson","70748","LA","EAST FELICIANA","""Don"" Havard","Democrat","Local","Local Government","Member, Board of Trustees","White","Male"
"3818","Member, Board of Trustees","Town of Jackson","Jackson","70748","LA","EAST FELICIANA","Jim Parker","Democrat","Local","Local Government","Member, Board of Trustees","White","Male"
"3819","Member, Board of Trustees","Town of Jackson","Jackson","70748","LA","EAST FELICIANA","""Rafe"" Stewart","Democrat","Local","Local Government","Member, Board of Trustees","White","Male"
"3820","Alderman","District 1, Town of Mamou","Mamou","70554","LA","EVANGELINE","Freddie Matthew","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3821","Alderman","District 2, Town of Mamou","Mamou","70554","LA","EVANGELINE","Jessica Fontenot","Other","Local","Local Government","Alderman","White","Female"
"3822","Alderman","District 3, Town of Mamou","Mamou","70554","LA","EVANGELINE","Charles Reed","Democrat","Local","Local Government","Alderman","White","Male"
"3823","Alderman","District 4, Town of Mamou","Mamou","70554","LA","EVANGELINE","Robin L. Young","Democrat","Local","Local Government","Alderman","White","Male"
"3824","Alderman","District A, City of Ville Platte","Ville Platte","70586","LA","EVANGELINE","""C. J."" Dardeau","Democrat","Local","Local Government","Alderman","White","Male"
"3825","Alderman","District B, City of Ville Platte","Ville Platte","70586","LA","EVANGELINE","Jerry Joseph","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3826","Alderman","District C, City of Ville Platte","Ville Platte","70586","LA","EVANGELINE","""Mike"" Perron","Democrat","Local","Local Government","Alderman","White","Male"
"3827","Alderman","District D, City of Ville Platte","Ville Platte","70586","LA","EVANGELINE","Freddie ""Rev"" Jack","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3828","Alderman","District E, City of Ville Platte","Ville Platte","70586","LA","EVANGELINE","Donald Sam","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3829","Alderman","District F, City of Ville Platte","Ville Platte","70586","LA","EVANGELINE","Bryant Riggs","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3830","Alderman","Village of Chataignier","Chataignier","70524","LA","EVANGELINE","J. B. Brasseaux","Democrat","Local","Local Government","Alderman","White","Male"
"3831","Alderman","Village of Chataignier","Chataignier","70524","LA","EVANGELINE","Debra Fontenot","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3832","Alderman","Village of Chataignier","Chataignier","70524","LA","EVANGELINE","Joseph H. Simien","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3833","Alderman","Village of Pine Prairie","Pine Prairie","70576","LA","EVANGELINE","Gilbert J. Bordelon","Republican","Local","Local Government","Alderman","White","Male"
"3834","Alderman","Village of Pine Prairie","Pine Prairie","70576","LA","EVANGELINE","Tammy M. Hammond","Democrat","Local","Local Government","Alderman","White","Female"
"3835","Alderman","Village of Pine Prairie","Pine Prairie","70576","LA","EVANGELINE","""Debbie"" Oge","Democrat","Local","Local Government","Alderman","White","Female"
"3836","Council Member","Village of Turkey Creek","Turkey Creek","70585","LA","EVANGELINE","""Joey"" Ducote","Democrat","Local","Local Government","Council Member","White","Male"
"3837","Council Member","Village of Turkey Creek","Turkey Creek","70585","LA","EVANGELINE","Billy ""Neal"" King, Jr.","Democrat","Local","Local Government","Council Member","White","Male"
"3838","Council Member","Village of Turkey Creek","Turkey Creek","70585","LA","EVANGELINE","Kurry W. Stewart","Democrat","Local","Local Government","Council Member","White","Male"
"3839","Alderman","Town of Wisner","Wisner","71378","LA","FRANKLIN","Nettie B. Brown","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3840","Alderman","Town of Wisner","Wisner","71378","LA","FRANKLIN","Jo Meredith Caldwell","Democrat","Local","Local Government","Alderman","White","Female"
"3841","Alderman","Town of Wisner","Wisner","71378","LA","FRANKLIN","Roger Hilliard","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3842","Alderman","Town of Wisner","Wisner","71378","LA","FRANKLIN","Thomas Lemle","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3843","Alderman","Town of Wisner","Wisner","71378","LA","FRANKLIN","Marc McCarty","Republican","Local","Local Government","Alderman","White","Male"
"3844","Alderman","Village of Baskin","Baskin","71219","LA","FRANKLIN","Marie Barber","Other","Local","Local Government","Alderman","White","Female"
"3845","Alderman","Village of Baskin","Baskin","71219","LA","FRANKLIN","Joseph Chase","Other","Local","Local Government","Alderman","White","Male"
"3846","Alderman","Village of Baskin","Baskin","71219","LA","FRANKLIN","Larry Laborde","Other","Local","Local Government","Alderman","White","Male"
"3847","Alderman","Village of Gilbert","Gilbert","71336","LA","FRANKLIN","Susan McManus Britt","Other","Local","Local Government","Alderman","White","Female"
"3848","Alderman","Village of Gilbert","Gilbert","71336","LA","FRANKLIN","Christine Ezell","Democrat","Local","Local Government","Alderman","White","Female"
"3849","Alderman","Village of Gilbert","Gilbert","71336","LA","FRANKLIN","""Randy"" Lloyd","Other","Local","Local Government","Alderman","White","Male"
"3850","Alderman","Town of Colfax","Colfax","71417","LA","GRANT","Randy Gayle Tyler",NA,"Local","Local Government","Alderman",NA,NA
"3851","Alderman","Village of Creola","Dry Prong","71423","LA","GRANT","Linda B. Gammons","Other","Local","Local Government","Alderman","White","Female"
"3852","Alderman","Village of Creola","Dry Prong","71423","LA","GRANT","Joseph Longino","Republican","Local","Local Government","Alderman","White","Male"
"3853","Alderman","Village of Creola","Dry Prong","71423","LA","GRANT","Calvin L. Vogel","Other","Local","Local Government","Alderman","White","Male"
"3854","Alderman","Village of Dry Prong","Dry Prong","71423","LA","GRANT","Della Barbee","Republican","Local","Local Government","Alderman","White","Female"
"3855","Alderman","Village of Dry Prong","Dry Prong","71423","LA","GRANT","Billy R. Chandler, Sr.","Republican","Local","Local Government","Alderman","White","Male"
"3856","Alderman","Village of Dry Prong","Dry Prong","71423","LA","GRANT","Sandra Garlington","Democrat","Local","Local Government","Alderman","White","Female"
"3857","Alderman","Village of Georgetown","Georgetown","71432","LA","GRANT","Dorothy Self","Other","Local","Local Government","Alderman","White","Female"
"3858","Alderman","Village of Georgetown","Georgetown","71432","LA","GRANT","Jonathan Spurgeon","Republican","Local","Local Government","Alderman","White","Male"
"3859","Alderman","Village of Georgetown","Georgetown","71432","LA","GRANT","""Ray"" Williamson","Other","Local","Local Government","Alderman","White","Male"
"3860","Council Member","Town of Montgomery","Montgomery","71454","LA","GRANT","Von Gilcrease","Other","Local","Local Government","Council Member","White","Male"
"3861","Council Member","Town of Montgomery","Montgomery","71454","LA","GRANT","Releida James","Other","Local","Local Government","Council Member","White","Female"
"3862","Council Member","Town of Montgomery","Montgomery","71454","LA","GRANT","Charles ""Chuck"" LaCroix","Other","Local","Local Government","Council Member","White","Male"
"3863","Council Member","Town of Montgomery","Montgomery","71454","LA","GRANT","Delores LeBaron","Republican","Local","Local Government","Council Member","White","Female"
"3864","Council Member","Town of Montgomery","Montgomery","71454","LA","GRANT","Jack B. Rushing","Other","Local","Local Government","Council Member","White","Male"
"3865","Councilman","Town of Pollock","Pollock","71467","LA","GRANT","Randy Estes","Republican","Local","Local Government","Council Member","White","Male"
"3866","Councilman","Town of Pollock","Pollock","71467","LA","GRANT","Deborah Tumminello","Republican","Local","Local Government","Council Member","White","Female"
"3867","Councilman","Town of Pollock","Pollock","71467","LA","GRANT","Constance ""Connie"" Vanantwerpen",NA,"Local","Local Government","Council Member",NA,NA
"3868","Councilman","Town of Pollock","Pollock","71467","LA","GRANT","Ronald ""Ron"" Wilkins, Sr.","Other","Local","Local Government","Council Member","White","Male"
"3869","Councilman","Town of Pollock","Pollock","71467","LA","GRANT","Sharon L. Zeh","Democrat","Local","Local Government","Council Member","White","Female"
"3870","Alderman","Village of Loreauville","Loreauville","70552","LA","IBERIA","Eric Borne","Republican","Local","Local Government","Alderman","White","Male"
"3871","Alderman","Village of Loreauville","Loreauville","70552","LA","IBERIA","Joseph DeCourt","Republican","Local","Local Government","Alderman","White","Male"
"3872","Alderman","Village of Loreauville","Loreauville","70552","LA","IBERIA","Sandy Sonnier","Republican","Local","Local Government","Alderman","White","Male"
"3873","Alderman","Ward 1, City of Jeanerette","Jeanerette","70544","LA","IBERIA","Clarence ""C.J."" Clark","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3874","Alderman","Ward 2, City of Jeanerette","Jeanerette","70544","LA","IBERIA","Charles ""Charlie Brown"" Williams","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3875","Alderman","Ward 3, City of Jeanerette","Jeanerette","70544","LA","IBERIA","""Butch"" Bourgeois","Republican","Local","Local Government","Alderman","White","Male"
"3876","Alderman","Ward 4, City of Jeanerette","Jeanerette","70544","LA","IBERIA","Kenneth Kern","Republican","Local","Local Government","Alderman","White","Male"
"3877","Council Member","District 1, City of New Iberia","New Iberia","70560-3700","LA","IBERIA","Natalie Lopez-Robin","Republican","Local","Local Government","Council Member","White","Female"
"3878","Council Member","District 2, City of New Iberia","New Iberia","70560-3700","LA","IBERIA","Marlon ""Marlo"" Lewis","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3879","Council Member","District 3, City of New Iberia","New Iberia","70560-3700","LA","IBERIA","David N. Broussard, Sr.","Democrat","Local","Local Government","Council Member","White","Male"
"3880","Council Member","District 4, City of New Iberia","New Iberia","70560-3700","LA","IBERIA","Deidre Ledbetter","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"3881","Council Member","District 5, City of New Iberia","New Iberia","70560-3700","LA","IBERIA","Sherry Guidry","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"3882","Council Member","District 6, City of New Iberia","New Iberia","70560-3700","LA","IBERIA","Dustin Suire","Republican","Local","Local Government","Council Member","White","Male"
"3883","Alderman","Division A, Village of Rosedale","Rosedale","70772","LA","IBERVILLE","Carroll Devillier","Democrat","Local","Local Government","Alderman","White","Male"
"3884","Alderman","Division B, Village of Rosedale","Rosedale","70772","LA","IBERVILLE","John T. ""Tim"" Doiron","Democrat","Local","Local Government","Alderman","White","Male"
"3885","Alderman","Division C, Village of Rosedale","Rosedale","70772","LA","IBERVILLE","Dana N. Alexander","Other","Local","Local Government","Alderman","White","Female"
"3886","Alderman","Town of Maringouin","Maringouin","70757-0010","LA","IBERVILLE","Kirkland ""Kirk"" Anderson","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3887","Alderman","Town of Maringouin","Maringouin","70757-0010","LA","IBERVILLE","John E. Carriere","Democrat","Local","Local Government","Alderman","White","Male"
"3888","Alderman","Town of Maringouin","Maringouin","70757-0010","LA","IBERVILLE","Veronica ""Bonnie"" Hill","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3889","Alderman","Town of Maringouin","Maringouin","70757-0010","LA","IBERVILLE","Brian Wesley Robinson","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3890","Alderman","Town of Maringouin","Maringouin","70757-0010","LA","IBERVILLE","Clarence ""D - Dot"" Wiley","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3891","Alderman","Town of White Castle","White Castle","70788","LA","IBERVILLE","Shalanda L. Allen","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3892","Alderman","Town of White Castle","White Castle","70788","LA","IBERVILLE","Kipp V. Knight","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3893","Alderman","Town of White Castle","White Castle","70788","LA","IBERVILLE","Broderick ""Chris"" Landry","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3894","Alderman","Town of White Castle","White Castle","70788","LA","IBERVILLE","Elliot ""Mutt"" Martin, Jr.","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3895","Alderman","Town of White Castle","White Castle","70788","LA","IBERVILLE","Barbara ""Bo"" O'Bear","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3896","Alderman","Village of Grosse Tete","Grosse Tete","70740","LA","IBERVILLE","Barbara ""Jeanie"" David","Republican","Local","Local Government","Alderman","White","Female"
"3897","Alderman","Village of Grosse Tete","Grosse Tete","70740","LA","IBERVILLE","Marcus D. Hill, Sr.","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3898","Alderman","Village of Grosse Tete","Grosse Tete","70740","LA","IBERVILLE","Clint Seneca","Democrat","Local","Local Government","Alderman","White","Male"
"3899","Council Member","City of St. Gabriel","Plaquemine","70765","LA","IBERVILLE","Deborah ""Debbie"" Alexander","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"3900","Council Member","City of St. Gabriel","Plaquemine","70765","LA","IBERVILLE","Freddie ""Carl"" Frazier, Sr.","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3901","Council Member","City of St. Gabriel","Plaquemine","70765","LA","IBERVILLE","Ronald ""Ronnie"" Grace","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3902","Council Member","City of St. Gabriel","Plaquemine","70765","LA","IBERVILLE","Melvin Hasten, Sr.","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3903","Council Member","City of St. Gabriel","Plaquemine","70765","LA","IBERVILLE","Kelvin ""Yorkey Boy"" York, Sr.","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3904","Selectman","District I, City of Plaquemine","Plaquemine","70765","LA","IBERVILLE","Lindon Rivet, Jr.","Democrat","Local","Local Government","Selectman","White","Male"
"3905","Selectman","District II, City of Plaquemine","Plaquemine","70765","LA","IBERVILLE","Oscar S. Mellion","Democrat","Local","Local Government","Selectman","Black or African American","Male"
"3906","Selectman","District III, City of Plaquemine","Plaquemine","70765","LA","IBERVILLE","Ralph Stassi, Jr.","Democrat","Local","Local Government","Selectman","White","Male"
"3907","Selectman","District IV, City of Plaquemine","Plaquemine","70765","LA","IBERVILLE","Michael ""Mickey"" Rivet","Democrat","Local","Local Government","Selectman","White","Male"
"3908","Selectman","District V, City of Plaquemine","Plaquemine","70765","LA","IBERVILLE","Timothy L. ""Timmy"" Martinez","Democrat","Local","Local Government","Selectman","White","Male"
"3909","Selectman","District VI, City of Plaquemine","Plaquemine","70765","LA","IBERVILLE","Jimmie ""Fat Boy"" Randle","Democrat","Local","Local Government","Selectman","Black or African American","Male"
"3910","Alderman","District A, Town of Jonesboro","Jonesboro","71251-0610","LA","JACKSON","Janet Martin","Other","Local","Local Government","Alderman","White","Female"
"3911","Alderman","District B, Town of Jonesboro","Jonesboro","71251-0610","LA","JACKSON","Robbie Siadek","Republican","Local","Local Government","Alderman","White","Male"
"3912","Alderman","District C, Town of Jonesboro","Jonesboro","71251-0610","LA","JACKSON","Aaron ""Pete"" Stringer","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3913","Alderman","District D, Town of Jonesboro","Jonesboro","71251-0610","LA","JACKSON","Devin Flowers","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3914","Alderman","Town of Chatham","Chatham","71226","LA","JACKSON","Greg Harris","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3915","Alderman","Town of Chatham","Chatham","71226","LA","JACKSON","G. Frank Horrell","Republican","Local","Local Government","Alderman","White","Male"
"3916","Alderman","Town of Chatham","Chatham","71226","LA","JACKSON","Tonja ""Toni"" Malone","Republican","Local","Local Government","Alderman","White","Female"
"3917","Alderman","Town of Chatham","Chatham","71226","LA","JACKSON","Laverne Mixon","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3918","Alderman","Town of Chatham","Chatham","71226","LA","JACKSON","Sue Proffer","Other","Local","Local Government","Alderman","White","Female"
"3919","Alderman","Town of Eros","Eros","71238","LA","JACKSON","Daniel Bailey","Other","Local","Local Government","Alderman","White","Male"
"3920","Alderman","Town of Eros","Eros","71238","LA","JACKSON","Linda ""Sue"" Bailey","Other","Local","Local Government","Alderman","White","Female"
"3921","Alderman","Town of Eros","Eros","71238","LA","JACKSON","John David Howard","Other","Local","Local Government","Alderman","White","Male"
"3922","Alderman","Town of Eros","Eros","71238","LA","JACKSON","Ruth Moore","Democrat","Local","Local Government","Alderman","White","Female"
"3923","Alderman","Town of Eros","Eros","71238","LA","JACKSON","Joseph Spillers","Other","Local","Local Government","Alderman","White","Male"
"3924","Alderman","Village of East Hodge","East Hodge","71247","LA","JACKSON","Robert Bradley","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3925","Alderman","Village of East Hodge","East Hodge","71247","LA","JACKSON","Gloria Moore","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3926","Alderman","Village of East Hodge","East Hodge","71247","LA","JACKSON","Preston Traxler","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3927","Alderman","Village of Hodge","Hodge","71247","LA","JACKSON","Wayne Buchan","Republican","Local","Local Government","Alderman","White","Male"
"3928","Alderman","Village of Hodge","Hodge","71247","LA","JACKSON","Steven Fox","Other","Local","Local Government","Alderman","White","Male"
"3929","Alderman","Village of Hodge","Hodge","71247","LA","JACKSON","Willard Willis","Democrat","Local","Local Government","Alderman","Black or African American","Male"
"3930","Alderman","Village of North Hodge","North Hodge","71247","LA","JACKSON","""Tony"" Duffey","Other","Local","Local Government","Alderman","White","Male"
"3931","Alderman","Village of North Hodge","North Hodge","71247","LA","JACKSON","J. W. ""Buster"" Tumlin, Jr.","Other","Local","Local Government","Alderman","White","Male"
"3932","Alderman","Village of North Hodge","North Hodge","71247","LA","JACKSON","Chasity Davis Womack","Republican","Local","Local Government","Alderman","White","Female"
"3933","Alderman","Village of Quitman","Quitman","71268","LA","JACKSON","Jeanie Fain",NA,"Local","Local Government","Alderman",NA,NA
"3934","Alderman","Village of Quitman","Quitman","71268","LA","JACKSON","Kristi Greer","Other","Local","Local Government","Alderman","White","Female"
"3935","Alderman","Village of Quitman","Quitman","71268","LA","JACKSON","James Trull","Other","Local","Local Government","Alderman","White","Male"
"3936","Council Member","District 1, City of Gretna","Gretna","70054","LA","JEFFERSON","Milton Crosby, Sr.","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3937","Council Member","District 1, City of Westwego","Westwego","70094","LA","JEFFERSON","Glenn Green, Sr.","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3938","Council Member","District 2, City of Gretna","Gretna","70054","LA","JEFFERSON","Michael ""Mike"" Hinyub","Democrat","Local","Local Government","Council Member","White","Male"
"3939","Council Member","District 2, City of Westwego","Westwego","70094","LA","JEFFERSON","Johnny Nobles, Jr.","Democrat","Local","Local Government","Council Member","White","Male"
"3940","Council Member","District 3, City of Gretna","Gretna","70054","LA","JEFFERSON","Mark K. Miller","Republican","Local","Local Government","Council Member","White","Male"
"3941","Council Member","District 3, City of Westwego","Westwego","70094","LA","JEFFERSON","Lisa Valence","Republican","Local","Local Government","Council Member","White","Female"
"3942","Council Member","District 4, City of Gretna","Gretna","70054","LA","JEFFERSON","Jackie Berthelot","Republican","Local","Local Government","Council Member","White","Male"
"3943","Council Member","District 4, City of Westwego","Westwego","70094","LA","JEFFERSON","Matthew J. Rivere","Republican","Local","Local Government","Council Member","White","Male"
