,party,votes,district,candidate,parish,n_rep,n_other,sex,n_dem,n_can,n_nopty,year,position,estimate_confidence
2882,DEM,477,District  7,Buck Dupuis ,Evangeline,3,2,m,16,27,6,2014,Member of School Board,1.0
2883,DEM,393,District  7,"Dale ""Coach"" Morvan ",De Soto,3,2,m,16,27,6,2014,Member of School Board,0.9122495148757901
2884,DEM,80,District  7,Deborah Roberts ,De Soto,3,2,f,16,27,6,2014,Member of School Board,0.9978497613404631
2885,NOPTY,449,District  7,"Donald ""Don"" Calloway ",Bienville,3,2,m,16,27,6,2014,Member of School Board,0.995398079943256
2886,DEM,87,District  7,Essex Gatlin Wilson ,De Soto,3,2,m,16,27,6,2014,Member of School Board,1.0
2887,OTHER,791,District  7,Eugean Garner ,Natchitoches,3,2,m,16,27,6,2014,Member of School Board,1.0
2888,DEM,909,District  7,Gary Foret ,Lafourche,3,2,m,16,27,6,2014,Member of School Board,0.9959022097468163
2889,DEM,208,District  7,"Johnny ""Coach"" Haynes ",De Soto,3,2,m,16,27,6,2014,Member of School Board,0.9881686765203005
2890,DEM,1963,District  7,Joy Ellis Walters ,Caddo,3,2,f,16,27,6,2014,Member of School Board,0.9906987342816227
2891,NOPTY,367,District  7,Justin B. Reeves ,Lasalle,3,2,m,16,27,6,2014,Member of School Board,0.9931267411351339
2892,DEM,2579,District  7,"Mack Dellafosse, Jr. ",Calcasieu,3,2,m,16,27,6,2014,Member of School Board,0.9943381690474465
2893,DEM,301,District  7,Mary Bonier ,Natchitoches,3,2,f,16,27,6,2014,Member of School Board,0.9968311527897354
2894,NOPTY,871,District  7,Myra Zeringue Luft ,Lafourche,3,2,f,16,27,6,2014,Member of School Board,0.9988843969546846
2895,OTHER,885,District  7,Randy L. Thibodeaux ,Calcasieu,3,2,m,16,27,6,2014,Member of School Board,0.983812860653693
2896,DEM,2986,District  7,Raymond E. Green ,Caddo,3,2,m,16,27,6,2014,Member of School Board,0.9942180892480348
2897,NOPTY,272,District  7,Richard A. Walker ,Bienville,3,2,m,16,27,6,2014,Member of School Board,0.9957745171215943
2898,DEM,329,District  7,"Robert  ""Squeeze"" Fenceroy ",Morehouse,3,2,m,16,27,6,2014,Member of School Board,0.9952560453690997
2899,NOPTY,159,District  7,Rose Jackson ,Bienville,3,2,f,16,27,6,2014,Member of School Board,0.9961852023159922
2900,DEM,454,District  7,Rose Thompson ,Morehouse,3,2,f,16,27,6,2014,Member of School Board,0.9961852023159922
2901,DEM,472,District  7,Sheila Joseph ,Evangeline,3,2,f,16,27,6,2014,Member of School Board,0.9974190890916486
2902,DEM,279,District  7,Vera Davis ,Madison,3,2,f,16,27,6,2014,Member of School Board,0.9980230625809248
2903,REP,416,"District  7, Central Community",Felicia Braud ,East Baton Rouge,2,0,f,0,2,0,2014,Member of School Board,0.9962757472797376
2904,REP,1148,"District  7, Central Community",Sharon Watts Browning ,East Baton Rouge,2,0,f,0,2,0,2014,Member of School Board,0.9966625277357525
2905,REP,2546,District  8,Bonita Crawford ,Caddo,12,2,f,7,22,1,2014,Member of School Board,0.9996472852679954
2906,DEM,392,District  8,Carl Means ,Natchitoches,12,2,m,7,22,1,2014,Member of School Board,0.9925017929658256
2907,REP,1095,District  8,"Charles ""Obie"" O'Brien ",East Baton Rouge,12,2,m,7,22,1,2014,Member of School Board,0.9940010817081071
2908,REP,4926,District  8,Christopher Bailey ,East Baton Rouge,12,2,m,7,22,1,2014,Member of School Board,0.9941438780188482
2909,REP,6373,District  8,Connie Bernard ,East Baton Rouge,12,2,f,7,22,1,2014,Member of School Board,0.9854351012508834
2910,REP,3468,District  8,Denee Locke ,Caddo,12,2,f,7,22,1,2014,Member of School Board,1.0
2911,REP,351,District  8,Dolan Pendarvis ,Lasalle,12,2,m,7,22,1,2014,Member of School Board,1.0
2912,DEM,404,District  8,"Emma ""Lois"" Route ",Washington,12,2,f,7,22,1,2014,Member of School Board,0.996197314681433
2913,DEM,881,District  8,Emma Luster Shepard ,Caddo,12,2,f,7,22,1,2014,Member of School Board,0.996197314681433
2914,REP,2840,District  8,Eric Tarver ,Calcasieu,12,2,m,7,22,1,2014,Member of School Board,0.9940613809608262
2915,DEM,385,District  8,"Jackie ""JD"" Doucet ",Evangeline,12,2,,7,22,1,2014,Member of School Board,0
2916,REP,193,District  8,"James ""Jay"" Paul ",Lasalle,12,2,m,7,22,1,2014,Member of School Board,0.9948946927250034
2917,OTHER,1298,District  8,"James ""Jim"" Schooler ",Calcasieu,12,2,m,7,22,1,2014,Member of School Board,0.9948946927250034
2918,REP,1247,District  8,Joan Wallyn ,East Baton Rouge,12,2,f,7,22,1,2014,Member of School Board,0.9952711180328175
2919,NOPTY,228,District  8,Kelvin Brooks ,Madison,12,2,m,7,22,1,2014,Member of School Board,0.9914914607694755
2920,REP,370,District  8,"Marguerite ""Rita"" Hargrave ",Madison,12,2,f,7,22,1,2014,Member of School Board,0.99939189789657
2921,DEM,504,District  8,Matthew Tate ,Washington,12,2,m,7,22,1,2014,Member of School Board,0.995201984446223
2922,REP,925,District  8,Rachel Sexton Penwell ,Caddo,12,2,f,7,22,1,2014,Member of School Board,0.9960556374367882
2923,DEM,591,District  8,"Steve ""Steven"" Harris ",Natchitoches,12,2,m,7,22,1,2014,Member of School Board,0.9956905469526298
2924,OTHER,318,District  8,Terry W. Oliver ,Grant,12,2,m,7,22,1,2014,Member of School Board,0.7933753306521132
2925,DEM,519,District  8,Wanda Anderson Skinner ,Evangeline,12,2,f,7,22,1,2014,Member of School Board,0.9968407380731177
2926,REP,449,District  8,"William A. ""Bill"" Riggs ",Grant,12,2,m,7,22,1,2014,Member of School Board,0.9953311467968323
2927,DEM,381,"District  8, Zachary Community","""Ann"" Watkins ",East Baton Rouge,0,0,f,2,2,0,2014,Member of School Board,0.9974032930915709
2928,DEM,230,"District  8, Zachary Community",Dawn Avants ,East Baton Rouge,0,0,f,2,2,0,2014,Member of School Board,0.9967481130344426
2929,NOPTY,700,District  9,"""Jeff"" Trimm ",St. Mary,11,1,m,6,22,4,2014,Member of School Board,0.9975337558942067
2930,NOPTY,2069,District  9,"""Randy"" Wagley ",St. Landry,11,1,m,6,22,4,2014,Member of School Board,0.983812860653693
2931,REP,464,District  9,"Charles ""Chuck"" Soileau ",Plaquemines,11,1,m,6,22,4,2014,Member of School Board,0.9940010817081071
2932,DEM,656,District  9,Charles Bruchhaus ,Jefferson Davis,11,1,m,6,22,4,2014,Member of School Board,0.9940010817081071
2933,REP,1199,District  9,Dana Dugas ,Iberia,11,1,f,6,22,4,2014,Member of School Board,0.7942383574100644
2934,DEM,315,District  9,Dick Knadler ,De Soto,11,1,m,6,22,4,2014,Member of School Board,0.9992730775020114
2935,REP,587,District  9,Eddy Ray Presley ,Bossier,11,1,m,6,22,4,2014,Member of School Board,0.9715402300026345
2936,REP,1277,District  9,Eric Newman ,Bossier,11,1,m,6,22,4,2014,Member of School Board,0.9940613809608262
2937,DEM,2485,District  9,"Frank ""Coach Max"" Caldarera ",Calcasieu,11,1,m,6,22,4,2014,Member of School Board,0.9943891786097325
2938,REP,220,District  9,Helen E. Barrois ,Plaquemines,11,1,f,6,22,4,2014,Member of School Board,0.997054610125556
2939,DEM,807,District  9,"Henderson Lewis, Jr. ",St. Bernard,11,1,m,6,22,4,2014,Member of School Board,1.0
2940,REP,240,District  9,"James ""Jay"" Guillory ",Jefferson Davis,11,1,m,6,22,4,2014,Member of School Board,0.9948946927250034
2941,REP,1678,District  9,Jason Allan Elliott ,Calcasieu,11,1,m,6,22,4,2014,Member of School Board,0.9942578919054537
2942,REP,404,District  9,Lowell Bacas ,St. John The Baptist,11,1,m,6,22,4,2014,Member of School Board,0.9936680125198745
2943,REP,698,District  9,Quinten Adcock ,Iberia,11,1,m,6,22,4,2014,Member of School Board,1.0
2944,DEM,804,District  9,"Ricky Julien, Sr. ",St. Landry,11,1,m,6,22,4,2014,Member of School Board,0.9913254239721818
2945,NOPTY,2367,District  9,Shane Hodgson ,St. Tammany,11,1,m,6,22,4,2014,Member of School Board,0.9779401882435075
2946,REP,4297,District  9,Sharon Lo Drucker ,St. Tammany,11,1,f,6,22,4,2014,Member of School Board,0.9966625277357525
2947,DEM,768,District  9,Shawn Wallace ,St. John The Baptist,11,1,m,6,22,4,2014,Member of School Board,0.8791868030484896
2948,OTHER,380,District  9,"Stacy Riley, Sr. ",St. Bernard,11,1,f,6,22,4,2014,Member of School Board,0.8916539132025687
2949,REP,539,District  9,"Thomas ""Tommy"" Craig, Jr. ",De Soto,11,1,m,6,22,4,2014,Member of School Board,0.995826643361949
2950,NOPTY,706,District  9,"William ""Bill"" McCarty ",St. Mary,11,1,m,6,22,4,2014,Member of School Board,0.9953311467968323
2951,REP,1971,District  A,"""Dickie"" Jackson ",Ouachita,2,0,m,0,2,0,2014,Member of School Board,0.9427327150998996
2952,REP,3302,District  A,Tommy M. Comeaux ,Ouachita,2,0,m,0,2,0,2014,Member of School Board,0.9841493187805505
2953,DEM,3419,District  C,"A. R. ""Red"" Sims ",Ouachita,0,0,,2,2,0,2014,Member of School Board,0
2954,DEM,1263,District  C,Juanita Kay Auttonberry-Cook ,Ouachita,0,0,f,2,2,0,2014,Member of School Board,0.9957593073550298
2955,DEM,2093,District  E,John L. Russell ,Ouachita,0,0,m,2,2,0,2014,Member of School Board,0.9954070242261275
2956,DEM,946,District  E,Randall Collins ,Ouachita,0,0,m,2,2,0,2014,Member of School Board,0.9934086762384398
2957,REP,2768,District  G,"""Greg"" Manley ",Ouachita,2,0,m,0,2,0,2014,Member of School Board,0.9979087528887036
2958,REP,1382,District  G,Barry Dopson ,Ouachita,2,0,m,0,2,0,2014,Member of School Board,0.9951083671315415
2959,NOPTY,2038,District 1,"""Coach Don"" Gagnard ",Lafayette,2,1,,10,16,3,2014,Member of School Board,0
2960,DEM,774,District 1,"""Joe"" Thompson ",Terrebonne,2,1,m,10,16,3,2014,Member of School Board,0.9718723238910905
2961,REP,456,District 1,Daron Chandler ,Sabine,2,1,m,10,16,3,2014,Member of School Board,0.9713272406579884
2962,DEM,382,District 1,Darren Brack ,St. James,2,1,m,10,16,3,2014,Member of School Board,0.9929285843801665
2963,DEM,374,District 1,David L. Rockward ,Terrebonne,2,1,m,10,16,3,2014,Member of School Board,0.9958660209367381
2964,OTHER,308,District 1,Deaber Allen-Thomas ,East Feliciana,2,1,,10,16,3,2014,Member of School Board,0
2965,DEM,464,District 1,"Diana B. ""Granny"" Cantillo ",St. James,2,1,f,10,16,3,2014,Member of School Board,0.9964291437663975
2966,NOPTY,1766,District 1,"Ellis Alexander, Sr. ",St. Charles,2,1,m,10,16,3,2014,Member of School Board,0.9676712727832462
2967,REP,362,District 1,J. Curtis Jelks ,East Feliciana,2,1,m,10,16,3,2014,Member of School Board,0.9911811561390508
2968,DEM,284,District 1,John Sandel ,Sabine,2,1,m,10,16,3,2014,Member of School Board,0.9954070242261275
2969,DEM,2485,District 1,Mary Morrison ,Lafayette,2,1,f,10,16,3,2014,Member of School Board,0.9968311527897354
2970,NOPTY,442,District 1,"Milton Allemand, Jr. ",St. Charles,2,1,m,10,16,3,2014,Member of School Board,0.9935075245582681
2971,DEM,383,District 1,Paul D. Taylor ,St. James,2,1,m,10,16,3,2014,Member of School Board,0.995449657970713
2972,DEM,1053,District 1,"Redell Comeaux ""Mama"" Miller ",Lafayette,2,1,m,10,16,3,2014,Member of School Board,0.7994764670046869
2973,DEM,249,District 1,Ronald Thompson ,East Feliciana,0,0,m,2,2,0,2016,Member of School Board,0.9956894288101295
2974,DEM,1086,District 1,"Roosevelt ""Rosey"" Thomas ",Terrebonne,2,1,m,10,16,3,2014,Member of School Board,0.992226071067202
2975,DEM,454,District 1,"Rufus ""Coach"" Nesbitt ",East Feliciana,0,0,m,2,2,0,2016,Member of School Board,0.9954472966814212
2976,DEM,190,District 1,"William ""Bill"" Townson ",Sabine,2,1,m,10,16,3,2014,Member of School Board,0.9953311467968323
2977,DEM,1563,District 10,"""Becky B."" Grove ",Calcasieu,3,1,f,12,17,1,2014,Member of School Board,0.9983287479763908
2978,DEM,589,District 10,"""Russ"" Danzy ",Natchitoches,3,1,m,12,17,1,2014,Member of School Board,1.0
2979,REP,1113,District 10,Alvin Dale Smith ,Calcasieu,3,1,m,12,17,1,2014,Member of School Board,0.9910980994023971
2980,REP,1066,District 10,"Anthony ""Tony"" O'Banion ",Calcasieu,3,1,m,12,17,1,2014,Member of School Board,0.9931330989707974
2981,OTHER,246,District 10,B. Stewart Griffin ,Claiborne,3,1,m,12,17,1,2014,Member of School Board,0.9969463218373751
2982,DEM,379,District 10,Bobby Boyd ,De Soto,3,1,m,12,17,1,2014,Member of School Board,0.9689897702743147
2983,DEM,663,District 10,"Carl Gaines, Jr. ",St. Bernard,0,0,m,1,2,1,2016,Member of School Board,0.9925017929658256
2984,DEM,58,District 10,"Carroll ""Verdia"" Whitaker ",De Soto,3,1,m,12,17,1,2014,Member of School Board,0.7909529725669063
2985,DEM,552,District 10,"Ceasar Veazie, Jr. ",St. Landry,3,1,m,12,17,1,2014,Member of School Board,1.0
2986,REP,429,District 10,Derek Toro ,Natchitoches,3,1,m,12,17,1,2014,Member of School Board,0.9945824676988263
2987,NOPTY,647,District 10,Domingo DeLosReyes ,St. Bernard,0,0,m,1,2,1,2016,Member of School Board,0.9987391636136945
2988,DEM,247,District 10,"Garland ""Coach"" Spivey ",De Soto,3,1,m,12,17,1,2014,Member of School Board,0.965854246014408
2989,DEM,1128,District 10,Hazel McCrea-Sias ,St. Landry,3,1,f,12,17,1,2014,Member of School Board,0.9878428580015426
2990,DEM,484,District 10,"Matthew ""Smiley"" Washington ",St. Landry,3,1,m,12,17,1,2014,Member of School Board,0.995201984446223
2991,DEM,566,District 10,Matthew Ory ,St. John The Baptist,3,1,m,12,17,1,2014,Member of School Board,0.995201984446223
2992,DEM,743,District 10,Rodney B. Nicholas ,St. John The Baptist,3,1,m,12,17,1,2014,Member of School Board,0.994368352107686
2993,DEM,187,District 10,Rodney Irchirl ,Natchitoches,3,1,m,12,17,1,2014,Member of School Board,0.994368352107686
2994,NOPTY,126,District 10,Terry R. Willis ,Claiborne,3,1,m,12,17,1,2014,Member of School Board,0.7933753306521132
2995,DEM,316,District 10,Timothy L. Fuller ,De Soto,3,1,m,12,17,1,2014,Member of School Board,0.9951862482476594
2996,REP,2736,District 11,"""Ginger"" Armstrong ",Caddo,4,1,f,5,10,0,2014,Member of School Board,0.9990096120646202
2997,REP,508,District 11,David Troutman ,Jefferson Davis,4,1,m,5,10,0,2014,Member of School Board,0.9958660209367381
2998,DEM,582,District 11,Donna M. Masson ,Natchitoches,4,1,f,5,10,0,2014,Member of School Board,0.9976149216891862
2999,DEM,693,District 11,Emile E. Metoyer ,Natchitoches,4,1,m,5,10,0,2014,Member of School Board,0.9152862206376943
3000,REP,3082,District 11,Kacee Hargrave Kirschvink ,Caddo,4,1,f,5,10,0,2014,Member of School Board,0.9457100022153279
3001,DEM,402,District 11,"L. J. Mayweather, Jr. ",De Soto,4,1,,5,10,0,2014,Member of School Board,0
3002,DEM,96,District 11,LaJuana Vanzant ,De Soto,4,1,f,5,10,0,2014,Member of School Board,1.0
3003,DEM,305,District 11,Larry Heard ,De Soto,4,1,m,5,10,0,2014,Member of School Board,0.9947791551761931
3004,OTHER,372,District 11,"Mark Boudreaux, Sr. ",Jefferson Davis,4,1,m,5,10,0,2014,Member of School Board,0.9964442833016813
3005,REP,615,District 11,Parker G. Ward ,Caddo,4,1,m,5,10,0,2014,Member of School Board,0.9762163351062652
3006,DEM,689,District 12,"Albert ""Al"" Hayes, Jr. ",St. Landry,1,0,m,5,6,0,2014,Member of School Board,0.9932242683523217
3007,DEM,2361,District 12,Annetta Garner ,Caddo,1,0,f,5,6,0,2014,Member of School Board,1.0
3008,DEM,316,District 12,Donna Baltakis ,St. Landry,1,0,f,5,6,0,2014,Member of School Board,0.9976149216891862
3009,DEM,3908,District 12,Dottie H. Bell ,Caddo,1,0,f,5,6,0,2014,Member of School Board,1.0
3010,REP,689,District 12,Roland Miller ,St. Landry,1,0,m,5,6,0,2014,Member of School Board,0.9953479110119346
3011,DEM,398,District 12,"Will ""La Will"" Stevens ",St. Landry,1,0,m,5,6,0,2014,Member of School Board,0.9883319777184352
3012,DEM,862,District 13,Harry B. Fruge ,St. Landry,1,0,m,4,5,0,2014,Member of School Board,0.9941609442163457
3013,DEM,504,District 13,Jesse N. Fontenot ,Calcasieu,1,0,m,4,5,0,2014,Member of School Board,0.9733033306567845
3014,DEM,1386,District 13,Joy J. Abshire ,Calcasieu,1,0,f,4,5,0,2014,Member of School Board,0.9906987342816227
3015,DEM,1221,District 13,Mary Ellen Donatto ,St. Landry,1,0,f,4,5,0,2014,Member of School Board,0.9968311527897354
3016,REP,2208,District 13,"William ""Billy"" Breaux ",Calcasieu,1,0,m,4,5,0,2014,Member of School Board,0.9953311467968323
3017,DEM,1166,District 15,Calvin Duet ,Lafourche,1,0,m,3,4,0,2014,Member of School Board,0.9909524227597285
3018,REP,3289,District 15,John Duhon ,Calcasieu,1,0,m,3,4,0,2014,Member of School Board,0.9954070242261275
3019,DEM,512,District 15,Lawrence Mounic ,Lafourche,1,0,m,3,4,0,2014,Member of School Board,0.9945770337871076
3020,DEM,1306,District 15,Tammie Pettis ,Calcasieu,1,0,f,3,4,0,2014,Member of School Board,0.9963264960034586
3021,DEM,258,District 2,Alfloyd Muse ,St. Helena,0,0,,12,16,4,2014,Member of School Board,0
3022,DEM,2887,District 2,April Williams ,Jefferson,0,0,f,12,16,4,2014,Member of School Board,0.9969793125716302
3023,DEM,361,District 2,"Byron ""Chad"" Hurst ",St. Helena,0,0,m,12,16,4,2014,Member of School Board,0.9942941233344039
3024,NOPTY,432,District 2,Danny A. Smith ,Union,0,0,m,12,16,4,2014,Member of School Board,0.994390076673969
3025,DEM,273,District 2,"E. Anthony ""Scott"" Galmon ",St. Helena,0,0,m,12,16,4,2014,Member of School Board,0.9931330989707974
3026,DEM,461,District 2,"Eugene Young, Jr. ",Richland,0,0,m,12,16,4,2014,Member of School Board,0.9926381840434396
3027,DEM,1170,District 2,James A. Chavis ,Lafayette,0,0,m,12,16,4,2014,Member of School Board,0.9948946927250034
3028,NOPTY,158,District 2,Jimmy Hollis ,Union,0,0,m,12,16,4,2014,Member of School Board,0.9917081110577824
3029,DEM,922,District 2,"Kenneth J. ""Wop"" Foret ",St. James,0,0,m,12,16,4,2014,Member of School Board,0.995116846001582
3030,DEM,418,District 2,"Leonard Guine, Jr. ",Richland,0,0,m,12,16,4,2014,Member of School Board,0.9939592683714426
3031,DEM,612,District 2,Peggy Richard ,St. James,0,0,f,12,16,4,2014,Member of School Board,0.9977741608194881
3032,DEM,3572,District 2,Rickeem Jackson ,Jefferson,0,0,,12,16,4,2014,Member of School Board,0
3033,DEM,3979,District 2,Ricky Johnson ,Jefferson,0,0,m,12,16,4,2014,Member of School Board,0.9913254239721818
3034,NOPTY,313,District 2,"Roger Reeves, Jr. ",Union,0,0,m,12,16,4,2014,Member of School Board,0.995624664774564
3035,NOPTY,1543,District 2,Simon Mahan ,Lafayette,0,0,m,12,16,4,2014,Member of School Board,0.9961725278748564
3036,DEM,5355,District 2,Tommy Angelle ,Lafayette,0,0,m,12,16,4,2014,Member of School Board,0.9841493187805505
3037,DEM,573,"District 2, Division 1",Melvin L. Hollins ,East Feliciana,0,0,m,2,2,0,2014,Member of School Board,0.9891722493613221
3038,DEM,570,"District 2, Division 1","Rufus ""Coach"" Nesbitt ",East Feliciana,0,0,m,2,2,0,2014,Member of School Board,0.9954472966814212
3039,REP,162,District 3,"""Fran"" Krier ",Richland,5,0,f,10,15,0,2014,Member of School Board,0.9427776465457843
3040,DEM,414,District 3,"""T. D."" Holcomb ",Vernon,5,0,,10,15,0,2014,Member of School Board,0
3041,DEM,644,District 3,Carol C. Lambert ,St. James,5,0,f,10,15,0,2014,Member of School Board,0.9941082026775532
3042,REP,895,District 3,David J. Detz ,Vernon,5,0,m,10,15,0,2014,Member of School Board,0.9958660209367381
3043,DEM,2642,District 3,Elroy Broussard ,Lafayette,5,0,m,10,15,0,2014,Member of School Board,0.9999603128649883
3044,DEM,624,District 3,Frankie Futch ,Union,5,0,m,10,15,0,2014,Member of School Board,0.6269767869152917
3045,REP,303,District 3,Gary Giddens ,Red River,5,0,m,10,15,0,2014,Member of School Board,0.9959022097468163
3046,DEM,405,District 3,"Jackuline ""Jackie"" Hill ",Union,5,0,,10,15,0,2014,Member of School Board,0
3047,DEM,187,District 3,John Lindsey ,Red River,5,0,m,10,15,0,2014,Member of School Board,0.9954070242261275
3048,DEM,161,District 3,Latricia Kyle ,Richland,5,0,f,10,15,0,2014,Member of School Board,1.0
3049,DEM,247,District 3,"Moses ""DeJohn"" Wilkins ",Richland,5,0,m,10,15,0,2014,Member of School Board,0.9974355824947421
3050,REP,4105,District 3,"Raymond ""Ray"" Griffin, Jr. ",Jefferson,5,0,m,10,15,0,2014,Member of School Board,0.9942180892480348
3051,REP,7529,District 3,"Raymond ""Ray"" St. Pierre ",Jefferson,5,0,m,10,15,0,2014,Member of School Board,0.9942180892480348
3052,DEM,2579,District 3,Shelton J. Cobb ,Lafayette,5,0,m,10,15,0,2014,Member of School Board,0.9870637265242584
3053,DEM,961,District 3,Sue Bienvenu Beier ,St. James,5,0,f,10,15,0,2014,Member of School Board,0.996804222471956
3054,REP,1643,"District 3, City of Monroe","""Bill"" Willson ",Ouachita,1,0,m,1,2,0,2014,Member of School Board,0.9967213773324987
3055,DEM,725,"District 3, City of Monroe",Mark Johnston ,Ouachita,1,0,m,1,2,0,2014,Member of School Board,0.9964442833016813
3056,DEM,557,"District 3, Division 3",Dianne Jackson Wilson ,East Feliciana,0,0,f,2,2,0,2014,Member of School Board,0.998248394191673
3057,DEM,871,"District 3, Division 3",Rhonda Matthews ,East Feliciana,0,0,f,2,2,0,2014,Member of School Board,0.9972829312429017
3058,REP,692,"District 3, Place A",Damon Knapp ,Concordia,1,0,m,0,2,1,2014,Member of School Board,0.9922022877406512
3059,NOPTY,847,"District 3, Place A","Ricky Lee Raven, Sr. ",Concordia,1,0,m,0,2,1,2014,Member of School Board,0.9913254239721818
3060,DEM,277,District 4,Arthur Farmer ,Richland,7,0,m,8,16,1,2014,Member of School Board,0.9923915417930913
3061,DEM,440,District 4,Barbara Whitley ,St. Helena,7,0,f,8,16,1,2014,Member of School Board,0.9976121203683244
3062,REP,178,District 4,Catherine Estis ,Richland,7,0,f,8,16,1,2014,Member of School Board,0.9972341435622635
3063,REP,334,District 4,Connie Dove ,Richland,7,0,f,8,16,1,2014,Member of School Board,0.9854351012508834
3064,NOPTY,105,District 4,"Dorothy ""Dot"" Theriot ",Cameron,7,0,f,8,16,1,2014,Member of School Board,0.9970640940266836
3065,DEM,2813,District 4,Erica Williams ,Lafayette,7,0,f,8,16,1,2014,Member of School Board,0.9947741508866003
3066,DEM,748,District 4,"George Nassar, Jr. ",St. James,7,0,m,8,16,1,2014,Member of School Board,0.9921466650857803
3067,REP,4876,District 4,Glenn Mayeaux ,Jefferson,7,0,m,8,16,1,2014,Member of School Board,0.993056409614462
3068,REP,387,District 4,J. Kelly Coleman ,West Carroll,7,0,f,8,16,1,2014,Member of School Board,0.8566072624209682
3069,REP,239,District 4,Jared P. Amato ,St. James,7,0,m,8,16,1,2014,Member of School Board,0.9947068788775344
3070,DEM,11980,District 4,Leslie Ellison ,Orleans,0,0,f,3,3,0,2016,Member of School Board,0.7702516106286061
3071,REP,8513,District 4,Melinda Bourgeois ,Jefferson,7,0,f,8,16,1,2014,Member of School Board,0.9973442578621822
3072,DEM,185,District 4,Michael Green ,St. James,7,0,m,8,16,1,2014,Member of School Board,0.9942998490435268
3073,DEM,3247,District 4,"Morris ""Moe"" Reed, Jr. ",Orleans,0,0,m,3,3,0,2016,Member of School Board,0.990370959805524
3074,DEM,260,District 4,Sheila Wainwright Miller ,Cameron,7,0,f,8,16,1,2014,Member of School Board,0.9974190890916486
3075,DEM,3753,District 4,Tehmi Chassion ,Lafayette,7,0,,8,16,1,2014,Member of School Board,0
3076,REP,122,District 4,Vendal Fairchild ,West Carroll,7,0,,8,16,1,2014,Member of School Board,0
3077,DEM,2315,District 4,Walter Perique Umrani ,Orleans,0,0,m,3,3,0,2016,Member of School Board,0.9930778775246247
3078,DEM,333,District 4,Willie G. Lee ,St. Helena,7,0,m,8,16,1,2014,Member of School Board,0.8245478946169532
3079,REP,650,"District 4, City of Bogalusa",Adam B. Kemp ,Washington,1,0,m,0,2,1,2014,Member of School Board,0.9950243593634991
3080,NOPTY,162,"District 4, City of Bogalusa",Patricia Holmes ,Washington,1,0,f,0,2,1,2014,Member of School Board,0.9971807071327053
3081,DEM,781,"District 4, City of Monroe",Clarence Sharp ,Ouachita,0,0,m,2,2,0,2014,Member of School Board,0.9912655858946845
3082,DEM,940,"District 4, City of Monroe",Daryll Berry ,Ouachita,0,0,m,2,2,0,2014,Member of School Board,0.9892927300855111
3083,DEM,464,"District 4, Place A",Ron Walter ,Concordia,1,0,m,1,2,0,2014,Member of School Board,0.9975548175131598
3084,REP,694,"District 4, Place A",Ronnie Bradford ,Concordia,1,0,m,1,2,0,2014,Member of School Board,0.9618753296503548
3085,NOPTY,753,District 5,"""Mike"" Perkins ",Vernon,5,0,m,12,20,3,2014,Member of School Board,0.9962674737321997
3086,DEM,1639,District 5,Brenda Leroux Babin ,Terrebonne,5,0,f,12,20,3,2014,Member of School Board,0.996823051189346
3087,REP,4548,District 5,Britt Latiolais ,Lafayette,5,0,,12,20,3,2014,Member of School Board,0
3088,DEM,6788,District 5,Cedric Floyd ,Jefferson,5,0,m,12,20,3,2014,Member of School Board,0.9895425216435579
3089,NOPTY,354,District 5,"Derald Spears, Sr. ",East Feliciana,5,0,m,12,20,3,2014,Member of School Board,1.0
3090,DEM,716,District 5,Dianne Spencer ,St. James,5,0,f,12,20,3,2014,Member of School Board,0.998248394191673
3091,DEM,74,District 5,"James ""PeeWee"" McKee, Jr. ",Vernon,5,0,m,12,20,3,2014,Member of School Board,0.9948946927250034
3092,DEM,263,District 5,James C. Burrell ,West Carroll,5,0,m,12,20,3,2014,Member of School Board,0.9948946927250034
3093,DEM,171,District 5,"James E. ""Jimmy"" Melton, Jr. ",West Carroll,5,0,m,12,20,3,2014,Member of School Board,0.9948946927250034
3094,DEM,544,District 5,Jamey J. Johnson ,Vernon,1,0,m,1,2,0,2016,Member of School Board,0.7170128971758613
3095,DEM,300,District 5,Jesse Lentz ,Vernon,5,0,m,12,20,3,2014,Member of School Board,0.9733033306567845
3096,NOPTY,223,District 5,John F. Canik ,Cameron,5,0,m,12,20,3,2014,Member of School Board,0.9954070242261275
3097,DEM,2563,District 5,Karen M. Barnes ,Jefferson,5,0,f,12,20,3,2014,Member of School Board,0.9975412199322091
3098,REP,420,District 5,"Kenneth ""Ken"" Smith ",Union,5,0,m,12,20,3,2014,Member of School Board,0.995116846001582
3099,REP,2968,District 5,Kermit J. Bouillion ,Lafayette,5,0,m,12,20,3,2014,Member of School Board,0.9994100695775292
3100,DEM,321,District 5,Olivia Harris ,East Feliciana,5,0,f,12,20,3,2014,Member of School Board,0.9965378120115045
3101,DEM,682,District 5,"Patricia Heary ""Ducy"" Schexnayder ",St. James,5,0,f,12,20,3,2014,Member of School Board,0.9971807071327053
3102,REP,920,District 5,Shad Stewart ,Vernon,1,0,m,1,2,0,2016,Member of School Board,1.0
3103,REP,592,District 5,Shannon Johnston Barkley ,Union,5,0,f,12,20,3,2014,Member of School Board,0.8467372736304183
3104,DEM,2869,District 5,Sharlayne Jackson-Prevost ,Jefferson,5,0,f,12,20,3,2014,Member of School Board,1.0
