"","position","district","candidate","year","parish","party","votes","n_can","n_dem","n_rep","n_nopty","n_other","genoffice"
"2469","Mayor","Town of Livingston","""David"" McCreary ",2016,"Livingston","OTHER",533,3,0,2,0,1,"Mayor"
"2470","Mayor","Town of Livingston","""Gene"" Comeaux ",2016,"Livingston","REP",227,3,0,2,0,1,"Mayor"
"2471","Mayor","Town of Livingston","Rodney Erdey ",2016,"Livingston","REP",282,3,0,2,0,1,"Mayor"
"2472","Mayor","Town of Livonia","""Ronnie"" Barlow ",2016,"Pointe Coupee","DEM",298,2,2,0,0,0,"Mayor"
"2473","Mayor","Town of Livonia","Rhett Pourciau ",2016,"Pointe Coupee","DEM",438,2,2,0,0,0,"Mayor"
"2474","Mayor","Town of Lockport","Craig Rogers ",2016,"Lafourche","REP",479,3,1,1,1,0,"Mayor"
"2475","Mayor","Town of Lockport","Edward ""Coach Ed"" Reinhardt ",2016,"Lafourche","DEM",490,3,1,1,1,0,"Mayor"
"2476","Mayor","Town of Lockport","Gene Breaux ",2016,"Lafourche","NOPTY",35,3,1,1,1,0,"Mayor"
"2477","Mayor","Town of Logansport","Judge S. Cordray, Jr. ",2016,"De Soto","DEM",397,2,2,0,0,0,"Mayor"
"2478","Mayor","Town of Logansport","Kevin Bryant ",2016,"De Soto","DEM",197,2,2,0,0,0,"Mayor"
"2479","Mayor","Town of Mansura","Julia R. Boston ",2014,"Avoyelles","DEM",255,2,2,0,0,0,"Mayor"
"2480","Mayor","Town of Mansura","Kenneth Pickett, Sr. ",2014,"Avoyelles","DEM",321,2,2,0,0,0,"Mayor"
"2481","Mayor","Town of Maringouin","Charles E. Wright ",2014,"Iberville","DEM",27,4,4,0,0,0,"Mayor"
"2482","Mayor","Town of Maringouin","Demi Vorise ",2014,"Iberville","DEM",267,4,4,0,0,0,"Mayor"
"2483","Mayor","Town of Maringouin","John F. Overton ",2014,"Iberville","DEM",170,4,4,0,0,0,"Mayor"
"2484","Mayor","Town of Maringouin","Maurice ""Dorsey"" Harris ",2014,"Iberville","DEM",174,4,4,0,0,0,"Mayor"
"2485","Mayor","Town of Melville","Erana ""Rana"" Mayes ",2014,"St. Landry","DEM",274,3,3,0,0,0,"Mayor"
"2486","Mayor","Town of Melville","Veronica ""Connie"" Claiborne-Mickey ",2014,"St. Landry","DEM",115,3,3,0,0,0,"Mayor"
"2487","Mayor","Town of Melville","Willie ""Butch"" Haynes III ",2014,"St. Landry","DEM",184,3,3,0,0,0,"Mayor"
"2488","Mayor","Town of Newellton","Calvin Ransome ",2016,"Tensas","DEM",80,3,2,1,0,0,"Mayor"
"2489","Mayor","Town of Newellton","Carroll Fuller ",2016,"Tensas","REP",254,3,2,1,0,0,"Mayor"
"2490","Mayor","Town of Newellton","Timothy Turner ",2016,"Tensas","DEM",208,3,2,1,0,0,"Mayor"
"2491","Mayor","Town of Oberlin","Joseph ""Moochie"" Manuel ",2014,"Allen","DEM",485,3,3,0,0,0,"Mayor"
"2492","Mayor","Town of Oberlin","Mark E. Manuel ",2014,"Allen","DEM",187,3,3,0,0,0,"Mayor"
"2493","Mayor","Town of Oberlin","Robert Lee ",2014,"Allen","DEM",131,3,3,0,0,0,"Mayor"
"2494","Mayor","Town of Pearl River","""Clay"" Harper ",2014,"St. Tammany","REP",390,4,2,1,1,0,"Mayor"
"2495","Mayor","Town of Pearl River","Claud P. Stucke ",2014,"St. Tammany","NOPTY",51,4,2,1,1,0,"Mayor"
"2496","Mayor","Town of Pearl River","David McQueen ",2014,"St. Tammany","DEM",315,4,2,1,1,0,"Mayor"
"2497","Mayor","Town of Pearl River","James Lavigne ",2014,"St. Tammany","DEM",277,4,2,1,1,0,"Mayor"
"2498","Mayor","Town of Plain Dealing","David Smith ",2016,"Bossier","REP",287,2,0,1,1,0,"Mayor"
"2499","Mayor","Town of Plain Dealing","Donna Canales ",2014,"Bossier","NOPTY",89,2,1,0,1,0,"Mayor"
"2500","Mayor","Town of Plain Dealing","Donna Canales ",2016,"Bossier","NOPTY",79,2,0,1,1,0,"Mayor"
"2501","Mayor","Town of Plain Dealing","Wiley Joe Robinson ",2014,"Bossier","DEM",270,2,1,0,1,0,"Mayor"
"2502","Mayor","Town of Roseland","Marilyn A. Jackson ",2016,"Tangipahoa","DEM",188,2,2,0,0,0,"Mayor"
"2503","Mayor","Town of Roseland","Wanda ""Yodie"" McCoy ",2016,"Tangipahoa","DEM",336,2,2,0,0,0,"Mayor"
"2504","Mayor","Town of Rosepine","Dennis K. Dodd ",2014,"Vernon","DEM",29,3,1,1,1,0,"Mayor"
"2505","Mayor","Town of Rosepine","Donna Weeks Duvall ",2014,"Vernon","NOPTY",254,3,1,1,1,0,"Mayor"
"2506","Mayor","Town of Rosepine","Valerie Mueller Craft ",2014,"Vernon","REP",124,3,1,1,1,0,"Mayor"
"2507","Mayor","Town of Simmesport","Calvin ""Ray"" Rabalais ",2016,"Avoyelles","NOPTY",104,3,2,0,1,0,"Mayor"
"2508","Mayor","Town of Simmesport","Frankie Bordelon ",2016,"Avoyelles","DEM",195,3,2,0,1,0,"Mayor"
"2509","Mayor","Town of Simmesport","Leslie Draper III ",2016,"Avoyelles","DEM",327,3,2,0,1,0,"Mayor"
"2510","Mayor","Town of St. Francisville","Robert ""Bobee"" Leake ",2016,"West Feliciana","REP",208,2,1,1,0,0,"Mayor"
"2511","Mayor","Town of St. Francisville","William ""Billy"" D'Aquilla ",2016,"West Feliciana","DEM",586,2,1,1,0,0,"Mayor"
"2512","Mayor","Town of St. Joseph","Edward Brown ",2016,"Tensas","DEM",236,4,4,0,0,0,"Mayor"
"2513","Mayor","Town of St. Joseph","Elvadus Fields, Jr. ",2016,"Tensas","DEM",223,4,4,0,0,0,"Mayor"
"2514","Mayor","Town of St. Joseph","Evelyn Jones-Guy ",2016,"Tensas","DEM",37,4,4,0,0,0,"Mayor"
"2515","Mayor","Town of St. Joseph","Roy Bowman ",2016,"Tensas","DEM",39,4,4,0,0,0,"Mayor"
"2516","Mayor","Town of Sunset","Charles A. James ",2014,"St. Landry","DEM",745,2,2,0,0,0,"Mayor"
"2517","Mayor","Town of Sunset","Jerry Domengeaux ",2014,"St. Landry","DEM",496,2,2,0,0,0,"Mayor"
"2518","Mayor","Town of Vivian","""Jim"" Slagle ",2014,"Caddo","REP",262,2,0,1,1,0,"Mayor"
"2519","Mayor","Town of Vivian","Michael Van Schoick ",2014,"Caddo","NOPTY",711,2,0,1,1,0,"Mayor"
"2520","Mayor","Town of Washington","Joseph ""Joe"" Pitre ",2014,"St. Landry","DEM",292,3,3,0,0,0,"Mayor"
"2521","Mayor","Town of Washington","Krandall Pijue ",2014,"St. Landry","DEM",184,3,3,0,0,0,"Mayor"
"2522","Mayor","Town of Washington","Melissa B. Stears ",2014,"St. Landry","DEM",76,3,3,0,0,0,"Mayor"
"2523","Mayor","Town of Welsh","""Carolyn"" Louviere ",2016,"Jefferson Davis","DEM",767,2,2,0,0,0,"Mayor"
"2524","Mayor","Town of Welsh","Charles Drake ",2016,"Jefferson Davis","DEM",718,2,2,0,0,0,"Mayor"
"2525","Mayor","Town of White Castle","Eric Jackson ",2014,"Iberville","DEM",148,4,3,0,1,0,"Mayor"
"2526","Mayor","Town of White Castle","Ernest J. ""Bay Boy"" Allen ",2014,"Iberville","DEM",296,4,3,0,1,0,"Mayor"
"2527","Mayor","Town of White Castle","Gerald Jermarr Williams ",2014,"Iberville","DEM",472,4,3,0,1,0,"Mayor"
"2528","Mayor","Town of White Castle","June Landry ",2014,"Iberville","NOPTY",68,4,3,0,1,0,"Mayor"
"2529","Mayor","Town of Wisner","Leodis Norman ",2014,"Franklin","NOPTY",58,3,1,0,2,0,"Mayor"
"2530","Mayor","Town of Wisner","Thomas Lemle ",2014,"Franklin","DEM",56,3,1,0,2,0,"Mayor"
"2531","Mayor","Town of Wisner","Thomas Moore ",2014,"Franklin","NOPTY",173,3,1,0,2,0,"Mayor"
"2532","Mayor","Town of Woodworth","David C. Butler II ",2014,"Rapides","REP",462,3,1,2,0,0,"Mayor"
"2533","Mayor","Town of Woodworth","Dustin Goynes ",2014,"Rapides","REP",247,3,1,2,0,0,"Mayor"
"2534","Mayor","Town of Woodworth","Stanley Mathis ",2014,"Rapides","DEM",31,3,1,2,0,0,"Mayor"
"2535","Mayor","Village of Baskin","Christi Harrison ",2014,"Franklin","NOPTY",34,2,0,1,1,0,"Mayor"
"2536","Mayor","Village of Baskin","Jean Simmons Clark ",2014,"Franklin","REP",48,2,0,1,1,0,"Mayor"
"2537","Mayor","Village of Bonita","Edmond ""Charlie"" Zaunbrecher ",2014,"Morehouse","REP",36,2,1,1,0,0,"Mayor"
"2538","Mayor","Village of Bonita","Katha ""Kathy"" Moses ",2014,"Morehouse","DEM",68,2,1,1,0,0,"Mayor"
"2539","Mayor","Village of Collinston","Brandon Gilbreath ",2014,"Morehouse","NOPTY",45,2,1,0,1,0,"Mayor"
"2540","Mayor","Village of Collinston","Frank H. Miller ",2014,"Morehouse","DEM",69,2,1,0,1,0,"Mayor"
"2541","Mayor","Village of Dixie Inn","Ava Nell McWhorter ",2016,"Webster","OTHER",43,2,0,0,1,1,"Mayor"
"2542","Mayor","Village of Dixie Inn","Kay Hallmark-Stratton ",2016,"Webster","NOPTY",44,2,0,0,1,1,"Mayor"
"2543","Mayor","Village of Dodson","""Pat"" Ashley ",2016,"Winn","NOPTY",75,4,1,0,3,0,"Mayor"
"2544","Mayor","Village of Dodson","""Richie"" Broomfield ",2016,"Winn","NOPTY",59,4,1,0,3,0,"Mayor"
"2545","Mayor","Village of Dodson","Author Hollingsworth ",2016,"Winn","DEM",46,4,1,0,3,0,"Mayor"
"2546","Mayor","Village of Dodson","Emily Basso ",2016,"Winn","NOPTY",14,4,1,0,3,0,"Mayor"
"2547","Mayor","Village of Edgefield","""Vince"" Almond ",2016,"Red River","REP",76,2,1,1,0,0,"Mayor"
"2548","Mayor","Village of Edgefield","Donald Turner ",2016,"Red River","DEM",29,2,1,1,0,0,"Mayor"
"2549","Mayor","Village of Epps","Loretta Green ",2014,"West Carroll","OTHER",32,3,0,0,0,3,"Mayor"
"2550","Mayor","Village of Epps","Roberta P. Simms ",2014,"West Carroll","OTHER",63,3,0,0,0,3,"Mayor"
"2551","Mayor","Village of Epps","Shirley Gibson ",2014,"West Carroll","OTHER",80,3,0,0,0,3,"Mayor"
"2552","Mayor","Village of Estherwood","Anthony Borill ",2014,"Acadia","DEM",212,2,1,0,0,1,"Mayor"
"2553","Mayor","Village of Estherwood","Bryan ""Rickey"" Monceaux ",2014,"Acadia","OTHER",57,2,1,0,0,1,"Mayor"
"2554","Mayor","Village of Fenton","Curtis ""Red"" Dickens, Jr. ",2016,"Jefferson Davis","DEM",54,2,2,0,0,0,"Mayor"
"2555","Mayor","Village of Fenton","Eddie B. Alfred, Jr. ",2016,"Jefferson Davis","DEM",134,2,2,0,0,0,"Mayor"
"2556","Mayor","Village of Folsom","""Fritz"" Cassidy ",2014,"St. Tammany","REP",54,3,1,2,0,0,"Mayor"
"2557","Mayor","Village of Folsom","Bettye Mizell Boggs ",2014,"St. Tammany","REP",140,3,1,2,0,0,"Mayor"
"2558","Mayor","Village of Folsom","Donald Burris ",2014,"St. Tammany","DEM",101,3,1,2,0,0,"Mayor"
"2559","Mayor","Village of Forest Hill","""Ann"" Jeter ",2014,"Rapides","REP",160,2,0,2,0,0,"Mayor"
"2560","Mayor","Village of Forest Hill","Charles ""Chuck"" Elliott ",2014,"Rapides","REP",88,2,0,2,0,0,"Mayor"
"2561","Mayor","Village of French Settlement","""Chris"" Saucier ",2016,"Livingston","DEM",179,2,1,1,0,0,"Mayor"
"2562","Mayor","Village of French Settlement","Toni Guitrau ",2016,"Livingston","REP",292,2,1,1,0,0,"Mayor"
"2563","Mayor","Village of Harrisonburg","""Becky Kimbrough"" Mize ",2014,"Catahoula","NOPTY",76,2,0,1,1,0,"Mayor"
"2564","Mayor","Village of Harrisonburg","""Mike"" Tubre ",2014,"Catahoula","REP",106,2,0,1,1,0,"Mayor"
"2565","Mayor","Village of Junction City","Charles Hogue ",2016,"Multi-Parish Race","OTHER",100,2,1,0,0,1,"Mayor"
"2566","Mayor","Village of Junction City","Freddie Allen Meador ",2014,"Multi-Parish Race","REP",27,3,1,2,0,0,"Mayor"
"2567","Mayor","Village of Junction City","Freddie Gibson ",2014,"Multi-Parish Race","DEM",31,3,1,2,0,0,"Mayor"
"2568","Mayor","Village of Junction City","Freddie Gibson ",2016,"Multi-Parish Race","DEM",34,2,1,0,0,1,"Mayor"
"2569","Mayor","Village of Junction City","Preston Rogers ",2014,"Multi-Parish Race","REP",72,3,1,2,0,0,"Mayor"
"2570","Mayor","Village of Loreauville","Brad Clifton ",2016,"Iberia","REP",258,2,1,1,0,0,"Mayor"
"2571","Mayor","Village of Loreauville","Oran Broussard, Sr. ",2016,"Iberia","DEM",85,2,1,1,0,0,"Mayor"
"2572","Mayor","Village of Mer Rouge","Dovie Faulkenberry ",2014,"Morehouse","DEM",40,2,2,0,0,0,"Mayor"
"2573","Mayor","Village of Mer Rouge","John McAdams III ",2014,"Morehouse","DEM",170,2,2,0,0,0,"Mayor"
"2574","Mayor","Village of Morse","Darlene J. Thibodeaux ",2014,"Acadia","DEM",76,2,2,0,0,0,"Mayor"
"2575","Mayor","Village of Morse","Michael Chiasson ",2014,"Acadia","DEM",255,2,2,0,0,0,"Mayor"
"2576","Mayor","Village of North Hodge","Geraldine Causey ",2014,"Jackson","NOPTY",53,2,0,1,1,0,"Mayor"
"2577","Mayor","Village of North Hodge","Kathy Robertson ",2014,"Jackson","REP",98,2,0,1,1,0,"Mayor"
"2578","Mayor","Village of Parks","John Dugas ",2014,"St. Martin","DEM",216,2,2,0,0,0,"Mayor"
"2579","Mayor","Village of Parks","Kevin J. Kately ",2014,"St. Martin","DEM",232,2,2,0,0,0,"Mayor"
"2580","Mayor","Village of Pine Prairie","Quint West ",2016,"Evangeline","DEM",399,2,1,1,0,0,"Mayor"
"2581","Mayor","Village of Pine Prairie","Wade Deshotels, Sr. ",2016,"Evangeline","REP",25,2,1,1,0,0,"Mayor"
"2582","Mayor","Village of Pleasant Hill","""Bill"" Thomas ",2016,"Sabine","DEM",103,2,1,0,1,0,"Mayor"
"2583","Mayor","Village of Pleasant Hill","Barbara T. Campbell ",2016,"Sabine","NOPTY",141,2,1,0,1,0,"Mayor"
"2584","Mayor","Village of Powhatan","Johnnie Taylor ",2016,"Natchitoches","DEM",30,2,1,0,0,1,"Mayor"
"2585","Mayor","Village of Powhatan","Robert ""Bob"" Smith ",2016,"Natchitoches","OTHER",26,2,1,0,0,1,"Mayor"
"2586","Mayor","Village of Richmond","Frank D. Prewitt, Jr. ",2016,"Madison","REP",79,2,0,2,0,0,"Mayor"
"2587","Mayor","Village of Richmond","Olga Butler ",2016,"Madison","REP",179,2,0,2,0,0,"Mayor"
"2588","Mayor","Village of Robeline","Bobby A. Behan ",2014,"Natchitoches","DEM",51,3,1,0,2,0,"Mayor"
"2589","Mayor","Village of Robeline","Donna Sue Stephens ",2014,"Natchitoches","NOPTY",12,3,1,0,2,0,"Mayor"
"2590","Mayor","Village of Robeline","Odell Cobb ",2014,"Natchitoches","NOPTY",29,3,1,0,2,0,"Mayor"
"2591","Mayor","Village of Rodessa","Jimmy Phillips ",2016,"Caddo","NOPTY",27,2,0,0,1,1,"Mayor"
"2592","Mayor","Village of Rodessa","Paul Lockard ",2016,"Caddo","OTHER",48,2,0,0,1,1,"Mayor"
"2593","Mayor","Village of Rosedale","Kevin Gantt ",2016,"Iberville","DEM",202,2,1,0,1,0,"Mayor"
"2594","Mayor","Village of Rosedale","Riley J. Blanchet ",2016,"Iberville","NOPTY",308,2,1,0,1,0,"Mayor"
"2595","Mayor","Village of Sicily Island","Margie Price ",2014,"Catahoula","DEM",89,2,2,0,0,0,"Mayor"
"2596","Mayor","Village of Sicily Island","Walter ""Pot"" Krause ",2014,"Catahoula","DEM",147,2,2,0,0,0,"Mayor"
"2597","Mayor","Village of Simsboro","Sybil Smalling-Foster ",2014,"Lincoln","DEM",160,2,1,1,0,0,"Mayor"
"2598","Mayor","Village of Simsboro","Willie Hendricks ",2014,"Lincoln","REP",117,2,1,1,0,0,"Mayor"
"2599","Mayor","Village of Tangipahoa","""Keysha"" Robinson ",2016,"Tangipahoa","DEM",119,3,3,0,0,0,"Mayor"
"2600","Mayor","Village of Tangipahoa","Brenda V. Nevels ",2016,"Tangipahoa","DEM",107,3,3,0,0,0,"Mayor"
"2601","Mayor","Village of Tangipahoa","Michael Jackson ",2016,"Tangipahoa","DEM",127,3,3,0,0,0,"Mayor"
"2602","Mayor","Village of Tickfaw","Anthony ""Tony"" Lamonte, Sr. ",2014,"Tangipahoa","DEM",194,2,1,0,1,0,"Mayor"
"2603","Mayor","Village of Tickfaw","Jimmy Sparacello ",2014,"Tangipahoa","NOPTY",86,2,1,0,1,0,"Mayor"
"2604","Mayor","Village of Turkey Creek- RACE MOVED TO 2/21/15","Bert K. Campbell ",2014,"Evangeline","NOPTY",110,2,0,1,1,0,"Mayor"
"2605","Mayor","Village of Turkey Creek- RACE MOVED TO 2/21/15","Heather Miley Cloud ",2014,"Evangeline","REP",106,2,0,1,1,0,"Mayor"
"2606","Mayor","Village of Waterproof","Caldwell A. Flood, Jr. ",2014,"Tensas","DEM",146,3,3,0,0,0,"Mayor"
"2607","Mayor","Village of Waterproof","Edna Jean Cooper ",2014,"Tensas","DEM",32,3,3,0,0,0,"Mayor"
"2608","Mayor","Village of Waterproof","Jarrod Bottley ",2014,"Tensas","DEM",110,3,3,0,0,0,"Mayor"
"2609","Mayor-President","Metro Council, City of Baton Rouge","""Bodi"" White ",2016,"East Baton Rouge","REP",56059,12,4,4,1,3,"Mayor-President"
"2610","Mayor-President","Metro Council, City of Baton Rouge","""Greg"" LaFleur ",2016,"East Baton Rouge","DEM",3498,12,4,4,1,3,"Mayor-President"
"2611","Mayor-President","Metro Council, City of Baton Rouge","""John"" Delgado ",2016,"East Baton Rouge","REP",16049,12,4,4,1,3,"Mayor-President"
"2612","Mayor-President","Metro Council, City of Baton Rouge","Beverly Amador ",2016,"East Baton Rouge","OTHER",843,12,4,4,1,3,"Mayor-President"
"2613","Mayor-President","Metro Council, City of Baton Rouge","Braylon Hyde ",2016,"East Baton Rouge","REP",805,12,4,4,1,3,"Mayor-President"
"2614","Mayor-President","Metro Council, City of Baton Rouge","Byron Sharper ",2016,"East Baton Rouge","DEM",2484,12,4,4,1,3,"Mayor-President"
"2615","Mayor-President","Metro Council, City of Baton Rouge","C. Denise Marcelle ",2016,"East Baton Rouge","DEM",25477,12,4,4,1,3,"Mayor-President"
"2616","Mayor-President","Metro Council, City of Baton Rouge","Cade Williams ",2016,"East Baton Rouge","OTHER",410,12,4,4,1,3,"Mayor-President"
"2617","Mayor-President","Metro Council, City of Baton Rouge","Darryl Gissel ",2016,"East Baton Rouge","NOPTY",11228,12,4,4,1,3,"Mayor-President"
"2618","Mayor-President","Metro Council, City of Baton Rouge","R. J. ""Smokie"" Bourgeois ",2016,"East Baton Rouge","REP",11710,12,4,4,1,3,"Mayor-President"
"2619","Mayor-President","Metro Council, City of Baton Rouge","Rufus Craig ",2016,"East Baton Rouge","OTHER",2002,12,4,4,1,3,"Mayor-President"
"2620","Mayor-President","Metro Council, City of Baton Rouge","Sharon Weston Broome ",2016,"East Baton Rouge","DEM",60368,12,4,4,1,3,"Mayor-President"
"2621","Member of Parish Council","District 1","John L. Barthelemy, Jr. ",2014,"Plaquemines","DEM",483,3,3,0,0,0,"Member of Parish Council"
"2622","Member of Parish Council","District 1","Michael J. Rodriguez ",2014,"Plaquemines","DEM",167,3,3,0,0,0,"Member of Parish Council"
"2623","Member of Parish Council","District 1","Percy ""P. V."" Griffin ",2014,"Plaquemines","DEM",256,3,3,0,0,0,"Member of Parish Council"
"2624","Member of Parish Council","District 2","Michael ""Mike"" Dobrowolski ",2014,"Plaquemines","REP",389,2,0,2,0,0,"Member of Parish Council"
"2625","Member of Parish Council","District 2","William ""Beau"" Black ",2014,"Plaquemines","REP",764,2,0,2,0,0,"Member of Parish Council"
"2626","Member of Parish Council","District 4","Irvin Juneau, Jr. ",2014,"Plaquemines","NOPTY",356,3,0,2,1,0,"Member of Parish Council"
"2627","Member of Parish Council","District 4","Mitchell R. ""Mitch"" Cota ",2014,"Plaquemines","REP",150,3,0,2,1,0,"Member of Parish Council"
"2628","Member of Parish Council","District 4","Shelly Chiappetta ",2014,"Plaquemines","REP",364,3,0,2,1,0,"Member of Parish Council"
"2629","Member of Parish Council","District 5","Benedict ""Benny"" Rousselle ",2014,"Plaquemines","OTHER",487,3,0,1,0,2,"Member of Parish Council"
"2630","Member of Parish Council","District 5","Christian M. Harris ",2014,"Plaquemines","REP",348,3,0,1,0,2,"Member of Parish Council"
"2631","Member of Parish Council","District 5","Richard ""Rick"" Fremin ",2014,"Plaquemines","OTHER",77,3,0,1,0,2,"Member of Parish Council"
"2632","Member of Parish Council","District 6","Charlie Burt ",2014,"Plaquemines","REP",416,2,1,1,0,0,"Member of Parish Council"
"2633","Member of Parish Council","District 6","Tammy Bradley ",2014,"Plaquemines","DEM",155,2,1,1,0,0,"Member of Parish Council"
"2634","Member of Parish Council","District 7","Audrey Trufant Salvant ",2014,"Plaquemines","DEM",607,4,4,0,0,0,"Member of Parish Council"
"2635","Member of Parish Council","District 7","Keith Espadron, Jr. ",2014,"Plaquemines","DEM",326,4,4,0,0,0,"Member of Parish Council"
"2636","Member of Parish Council","District 7","Ray ""C. C."" Gallet ",2014,"Plaquemines","DEM",61,4,4,0,0,0,"Member of Parish Council"
"2637","Member of Parish Council","District 7","Warren J. Lawrence ",2014,"Plaquemines","DEM",118,4,4,0,0,0,"Member of Parish Council"
"2638","Member of Parish Council","District 8","""Jay"" Friedman ",2014,"Plaquemines","OTHER",471,2,1,0,0,1,"Member of Parish Council"
"2639","Member of Parish Council","District 8","Jeff Edgecombe ",2014,"Plaquemines","DEM",488,2,1,0,0,1,"Member of Parish Council"
"2640","Member of Parish Council","District 9","Byron T. Marinovich ",2014,"Plaquemines","REP",269,4,2,2,0,0,"Member of Parish Council"
"2641","Member of Parish Council","District 9","Nicole Smith Williams ",2014,"Plaquemines","DEM",299,4,2,2,0,0,"Member of Parish Council"
"2642","Member of Parish Council","District 9","Norma Smith ",2014,"Plaquemines","DEM",127,4,2,2,0,0,"Member of Parish Council"
"2643","Member of Parish Council","District 9","Paul Williams ",2014,"Plaquemines","REP",46,4,2,2,0,0,"Member of Parish Council"
"2644","Member of School Board","At Large","Brian Willis ",2014,"Iberville","DEM",3014,5,4,0,0,1,"Member of School Board"
"2645","Member of School Board","At Large","Darlene M. Ourso ",2014,"Iberville","DEM",4061,5,4,0,0,1,"Member of School Board"
"2646","Member of School Board","At Large","David ""Worm"" Daigle ",2014,"Iberville","DEM",2462,5,4,0,0,1,"Member of School Board"
"2647","Member of School Board","At Large","Dorothy R. Sansoni ",2014,"Iberville","DEM",2743,5,4,0,0,1,"Member of School Board"
"2648","Member of School Board","At Large","Ferrante ""FTD"" Dominique ",2014,"Iberville","OTHER",947,5,4,0,0,1,"Member of School Board"
"2649","Member of School Board","District  1","""Bill"" Wise ",2014,"East Carroll","DEM",63,36,18,9,6,3,"Member of School Board"
"2650","Member of School Board","District  1","""Liz"" King ",2014,"Washington","NOPTY",288,36,18,9,6,3,"Member of School Board"
"2651","Member of School Board","District  1","Aaron Paul Natali ",2014,"Calcasieu","REP",2506,36,18,9,6,3,"Member of School Board"
"2652","Member of School Board","District  1","Anita McCracken ",2014,"Grant","OTHER",256,36,18,9,6,3,"Member of School Board"
"2653","Member of School Board","District  1","Anthony Standberry ",2014,"St. Landry","DEM",1526,36,18,9,6,3,"Member of School Board"
"2654","Member of School Board","District  1","Armond ""Rocky"" Declouette ",2014,"St. Landry","DEM",401,36,18,9,6,3,"Member of School Board"
"2655","Member of School Board","District  1","Brandon Perkins ",2014,"Calcasieu","REP",1313,36,18,9,6,3,"Member of School Board"
"2656","Member of School Board","District  1","Claude Lecompte ",2014,"Beauregard","REP",244,36,18,9,6,3,"Member of School Board"
"2657","Member of School Board","District  1","Cleopatra Antoine  ""Rena"" Pete ",2014,"Allen","DEM",73,36,18,9,6,3,"Member of School Board"
"2658","Member of School Board","District  1","Daniel ""Dan"" Slocum ",2014,"Washington","DEM",738,36,18,9,6,3,"Member of School Board"
"2659","Member of School Board","District  1","Donna Flack Powell ",2014,"Beauregard","NOPTY",142,36,18,9,6,3,"Member of School Board"
"2660","Member of School Board","District  1","Dudley M. Glenn, Jr. ",2014,"De Soto","DEM",434,36,18,9,6,3,"Member of School Board"
"2661","Member of School Board","District  1","Dwayne ""Trendsetter"" Thomas ",2014,"Ascension","DEM",363,36,18,9,6,3,"Member of School Board"
"2662","Member of School Board","District  1","Dwayne Bailey ",2014,"Ascension","REP",628,36,18,9,6,3,"Member of School Board"
"2663","Member of School Board","District  1","George Rhymes ",2014,"Natchitoches","NOPTY",883,36,18,9,6,3,"Member of School Board"
"2664","Member of School Board","District  1","Israel Syria ",2014,"Acadia","DEM",1187,36,18,9,6,3,"Member of School Board"
"2665","Member of School Board","District  1","Jason A. Chelette ",2014,"Grant","OTHER",121,36,18,9,6,3,"Member of School Board"
"2666","Member of School Board","District  1","Jeffrey A. ""Jeff"" Cavell ",2014,"Acadia","OTHER",860,36,18,9,6,3,"Member of School Board"
"2667","Member of School Board","District  1","Jennifer Andrews ",2014,"East Baton Rouge","DEM",4043,36,18,9,6,3,"Member of School Board"
"2668","Member of School Board","District  1","Jevella Williamson ",2014,"Ascension","DEM",645,36,18,9,6,3,"Member of School Board"
"2669","Member of School Board","District  1","Katherine Karcher Lemoine ",2014,"St. Bernard","DEM",630,36,18,9,6,3,"Member of School Board"
"2670","Member of School Board","District  1","Kenneth W. Babers II ",2014,"Natchitoches","DEM",630,36,18,9,6,3,"Member of School Board"
"2671","Member of School Board","District  1","Lynette DiFatta ",2014,"St. Bernard","REP",472,36,18,9,6,3,"Member of School Board"
"2672","Member of School Board","District  1","Mark Bellue ",2014,"East Baton Rouge","REP",6229,36,18,9,6,3,"Member of School Board"
"2673","Member of School Board","District  1","Martha Spears Jackson ",2014,"Beauregard","REP",399,36,18,9,6,3,"Member of School Board"
"2674","Member of School Board","District  1","Mary E. Bullock ",2014,"Grant","REP",394,36,18,9,6,3,"Member of School Board"
"2675","Member of School Board","District  1","Mary Lynch ",2014,"East Baton Rouge","NOPTY",2564,36,18,9,6,3,"Member of School Board"
"2676","Member of School Board","District  1","Mattie Harrison ",2014,"Lincoln","DEM",278,36,18,9,6,3,"Member of School Board"
"2677","Member of School Board","District  1","Percy ""Coach"" Cargo, Sr. ",2014,"Ascension","DEM",433,36,18,9,6,3,"Member of School Board"
"2678","Member of School Board","District  1","Robert Walter Shumate ",2014,"East Carroll","NOPTY",94,36,18,9,6,3,"Member of School Board"
"2679","Member of School Board","District  1","Robyn Penn Delaney ",2014,"Ascension","DEM",1068,36,18,9,6,3,"Member of School Board"
"2680","Member of School Board","District  1","Sally Evins Moreaux ",2014,"Allen","DEM",293,36,18,9,6,3,"Member of School Board"
"2681","Member of School Board","District  1","Shirley Fairchild ",2014,"East Carroll","DEM",287,36,18,9,6,3,"Member of School Board"
"2682","Member of School Board","District  1","Sonya Ivey ""Nonnie"" Young ",2014,"De Soto","REP",407,36,18,9,6,3,"Member of School Board"
"2683","Member of School Board","District  1","Susan Billups Wiley ",2014,"Lincoln","NOPTY",521,36,18,9,6,3,"Member of School Board"
"2684","Member of School Board","District  1","Veda Emerson ",2014,"Lincoln","DEM",90,36,18,9,6,3,"Member of School Board"
